CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1T,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE
VN,3298,VIETNAM AIRLINES,2024-03-10 22:00:00,2024-03-10 22:00:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,78-99,D,ON TIME
IZ,418,ARKIA  ISRAELI  AIRLINES,2024-03-10 22:05:00,2024-03-10 22:05:00,A,TBS,TBILISI,TBILISI,GEORGIA,3,,,NOT FINAL
WZ,015,RED WINGS AIRLINES,2024-03-10 22:45:00,2024-03-10 22:45:00,A,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,,,NOT FINAL
LY,084,EL AL ISRAEL AIRLINES,2024-03-10 22:50:00,2024-03-10 22:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,NOT FINAL
QF,5019,QANTAS AIRWAYS,2024-03-10 22:50:00,2024-03-10 22:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,NOT FINAL
TG,4585,THAI AIRWAYS,2024-03-10 22:50:00,2024-03-10 22:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,NOT FINAL
VN,3295,VIETNAM AIRLINES,2024-03-10 22:50:00,2024-03-10 22:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,NOT FINAL
H7,458,HISKY,2024-03-10 23:00:00,2024-03-10 23:00:00,D,RMO,CHISINAU,CHISINAU,MOLDOVA,3,63-65,C,ON TIME
6H,712,ISRAIR AIRLINES,2024-03-10 23:15:00,2024-03-10 23:15:00,A,VAR,VARNA,VARNA,BULGARIA,3,,,NOT FINAL
RO,2153,TAROM - RUMANIAN AIR TRANSPORT,2024-03-10 23:20:00,2024-03-10 23:20:00,A,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,,,NOT FINAL
LY,5134,EL AL ISRAEL AIRLINES,2024-03-10 23:40:00,2024-03-10 23:40:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,,,NOT FINAL
LY,5110,EL AL ISRAEL AIRLINES,2024-03-10 23:50:00,2024-03-10 23:50:00,A,TBS,TBILISI,TBILISI,GEORGIA,3,,,NOT FINAL
B6,6481,JETBLUE AIRWAYS CORPORATION,2024-03-11 00:05:00,2024-03-11 00:05:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,78-99,D,ON TIME
DL,7441,DELTA AIRLINES,2024-03-11 00:05:00,2024-03-11 00:05:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,78-99,D,ON TIME
LY,025,EL AL ISRAEL AIRLINES,2024-03-11 00:05:00,2024-03-11 00:05:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,78-99,D,ON TIME
WZ,016,RED WINGS AIRLINES,2024-03-11 00:05:00,2024-03-11 00:05:00,D,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,69-72,C,ON TIME
6H,722,ISRAIR AIRLINES,2024-03-11 00:10:00,2024-03-11 00:10:00,A,SOF,SOFIA,SOFIA,BULGARIA,3,,,NOT FINAL
LY,572,EL AL ISRAEL AIRLINES,2024-03-11 00:20:00,2024-03-11 00:20:00,A,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,,,NOT FINAL
RO,2154,TAROM - RUMANIAN AIR TRANSPORT,2024-03-11 00:20:00,2024-03-11 00:20:00,D,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,66-68,C,ON TIME
LY,544,EL AL ISRAEL AIRLINES,2024-03-11 00:25:00,2024-03-11 00:25:00,A,ATH,ATHENS,ATHENS,GREECE,3,,,NOT FINAL
ET,404,ETHIOPIAN AIRLINES,2024-03-11 00:35:00,2024-03-11 00:35:00,A,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,,,NOT FINAL
LY,356,EL AL ISRAEL AIRLINES,2024-03-11 00:35:00,2024-03-11 00:35:00,A,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,NOT FINAL
LY,364,EL AL ISRAEL AIRLINES,2024-03-11 00:35:00,2024-03-11 00:35:00,A,VIE,VIENNA,VIENNA,AUSTRIA,3,,,NOT FINAL
LY,8804,EL AL ISRAEL AIRLINES,2024-03-11 00:35:00,2024-03-11 00:35:00,A,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,,,NOT FINAL
AM,7869,AERO MEXICO,2024-03-11 00:45:00,2024-03-11 00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,78-99,D,ON TIME
AM,7875,AERO MEXICO,2024-03-11 00:45:00,2024-03-11 00:45:00,D,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,78-99,D,ON TIME
AR,7853,AEROLINEAS ARGENTINAS S.A.,2024-03-11 00:45:00,2024-03-11 00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,78-99,D,ON TIME
BZ,461,BLUE BIRD AIRWAYS,2024-03-11 00:45:00,2024-03-11 00:45:00,A,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,,,NOT FINAL
B6,6451,JETBLUE AIRWAYS CORPORATION,2024-03-11 00:45:00,2024-03-11 00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,78-99,D,ON TIME
B6,6461,JETBLUE AIRWAYS CORPORATION,2024-03-11 00:45:00,2024-03-11 00:45:00,D,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,78-99,D,ON TIME
DL,7424,DELTA AIRLINES,2024-03-11 00:45:00,2024-03-11 00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,78-99,D,ON TIME
DL,7428,DELTA AIRLINES,2024-03-11 00:45:00,2024-03-11 00:45:00,D,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,78-99,D,ON TIME
LY,001,EL AL ISRAEL AIRLINES,2024-03-11 00:45:00,2024-03-11 00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,78-99,D,ON TIME
LY,005,EL AL ISRAEL AIRLINES,2024-03-11 00:45:00,2024-03-11 00:45:00,D,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,78-99,D,ON TIME
LY,2368,EL AL ISRAEL AIRLINES,2024-03-11 00:55:00,2024-03-11 00:55:00,A,BUD,BUDAPEST,BUDAPEST,HUNGARY,3,,,NOT FINAL
AR,7851,AEROLINEAS ARGENTINAS S.A.,2024-03-11 01:00:00,2024-03-11 01:00:00,D,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,78-99,D,ON TIME
B6,6467,JETBLUE AIRWAYS CORPORATION,2024-03-11 01:00:00,2024-03-11 01:00:00,D,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,78-99,D,ON TIME
B6,6483,JETBLUE AIRWAYS CORPORATION,2024-03-11 01:00:00,2024-03-11 01:00:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,78-99,D,ON TIME
DL,7437,DELTA AIRLINES,2024-03-11 01:00:00,2024-03-11 01:00:00,D,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,78-99,D,ON TIME
DL,7443,DELTA AIRLINES,2024-03-11 01:00:00,2024-03-11 01:00:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,78-99,D,ON TIME
LY,017,EL AL ISRAEL AIRLINES,2024-03-11 01:00:00,2024-03-11 01:00:00,D,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,78-99,D,ON TIME
LY,027,EL AL ISRAEL AIRLINES,2024-03-11 01:00:00,2024-03-11 01:00:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,78-99,D,ON TIME
LY,328,EL AL ISRAEL AIRLINES,2024-03-11 01:25:00,2024-03-11 01:25:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
SK,3162,SAS,2024-03-11 01:25:00,2024-03-11 01:25:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
ET,405,ETHIOPIAN AIRLINES,2024-03-11 01:30:00,2024-03-11 01:30:00,D,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,56-62,C,ON TIME
LY,8807,EL AL ISRAEL AIRLINES,2024-03-11 01:30:00,2024-03-11 01:30:00,D,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,56-62,C,ON TIME
LY,288,EL AL ISRAEL AIRLINES,2024-03-11 02:10:00,2024-03-11 02:10:00,A,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,NOT FINAL
LY,344,EL AL ISRAEL AIRLINES,2024-03-11 02:10:00,2024-03-11 02:10:00,A,ZRH,ZURICH,ZURICH,SWITZERLAND,3,,,NOT FINAL
LY,352,EL AL ISRAEL AIRLINES,2024-03-11 02:10:00,2024-03-11 02:10:00,A,MUC,MUNICH,MUNICH,GERMANY,3,,,NOT FINAL
SK,3178,SAS,2024-03-11 02:10:00,2024-03-11 02:10:00,A,MUC,MUNICH,MUNICH,GERMANY,3,,,NOT FINAL
SK,3182,SAS,2024-03-11 02:10:00,2024-03-11 02:10:00,A,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,NOT FINAL
SK,3190,SAS,2024-03-11 02:10:00,2024-03-11 02:10:00,A,ZRH,ZURICH,ZURICH,SWITZERLAND,3,,,NOT FINAL
AR,7878,AEROLINEAS ARGENTINAS S.A.,2024-03-11 02:15:00,2024-03-11 02:15:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
LY,284,EL AL ISRAEL AIRLINES,2024-03-11 02:15:00,2024-03-11 02:15:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
TP,8939,AIR PORTUGAL,2024-03-11 02:15:00,2024-03-11 02:15:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
LY,2374,EL AL ISRAEL AIRLINES,2024-03-11 02:20:00,2024-03-11 02:20:00,A,BER,BERLIN BRANDENBURG INTL,BERLIN,GERMANY,3,,,NOT FINAL
SK,3156,SAS,2024-03-11 02:20:00,2024-03-11 02:20:00,A,BER,BERLIN BRANDENBURG INTL,BERLIN,GERMANY,3,,,NOT FINAL
6H,892,ISRAIR AIRLINES,2024-03-11 02:25:00,2024-03-11 02:25:00,A,TBS,TBILISI,TBILISI,GEORGIA,3,,,NOT FINAL
LY,376,EL AL ISRAEL AIRLINES,2024-03-11 02:30:00,2024-03-11 02:30:00,A,LIS,LISBON,LISBON,PORTUGAL,3,,,NOT FINAL
TP,8913,AIR PORTUGAL,2024-03-11 02:30:00,2024-03-11 02:30:00,A,LIS,LISBON,LISBON,PORTUGAL,3,,,NOT FINAL
LY,2524,EL AL ISRAEL AIRLINES,2024-03-11 02:45:00,2024-03-11 02:45:00,A,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,,,NOT FINAL
AM,7850,AERO MEXICO,2024-03-11 02:55:00,2024-03-11 02:55:00,A,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,NOT FINAL
LY,336,EL AL ISRAEL AIRLINES,2024-03-11 02:55:00,2024-03-11 02:55:00,A,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,NOT FINAL
SK,3152,SAS,2024-03-11 02:55:00,2024-03-11 02:55:00,A,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,NOT FINAL
A3,928,AEGEAN  AIRLINES,2024-03-11 03:00:00,2024-03-11 03:00:00,A,ATH,ATHENS,ATHENS,GREECE,3,,,NOT FINAL
FB,1528,BULGARIA  AIR,2024-03-11 03:00:00,2024-03-11 03:00:00,A,ATH,ATHENS,ATHENS,GREECE,3,,,NOT FINAL
OS,859,AUSTRIAN AIRLINES,2024-03-11 03:35:00,2024-03-11 03:35:00,A,VIE,VIENNA,VIENNA,AUSTRIA,3,,,NOT FINAL
LO,151,LOT POLISH AIRLINES,2024-03-11 03:45:00,2024-03-11 03:45:00,A,WAW,WARSAW,WARSAW,POLAND,3,,,NOT FINAL
LY,9256,EL AL ISRAEL AIRLINES,2024-03-11 03:45:00,2024-03-11 03:45:00,A,WAW,WARSAW,WARSAW,POLAND,3,,,NOT FINAL
AM,7854,AERO MEXICO,2024-03-11 03:55:00,2024-03-11 03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
LY,326,EL AL ISRAEL AIRLINES,2024-03-11 03:55:00,2024-03-11 03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
SK,3158,SAS,2024-03-11 03:55:00,2024-03-11 03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
IB,2391,IBERIA,2024-03-11 04:00:00,2024-03-11 04:00:00,A,BCN,BARCELONA,BARCELONA,SPAIN,3,,,NOT FINAL
LY,392,EL AL ISRAEL AIRLINES,2024-03-11 04:00:00,2024-03-11 04:00:00,A,BCN,BARCELONA,BARCELONA,SPAIN,3,,,NOT FINAL
6H,724,ISRAIR AIRLINES,2024-03-11 04:00:00,2024-03-11 04:00:00,A,SOF,SOFIA,SOFIA,BULGARIA,3,,,NOT FINAL
AM,7878,AERO MEXICO,2024-03-11 04:20:00,2024-03-11 04:20:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
AR,7870,AEROLINEAS ARGENTINAS S.A.,2024-03-11 04:20:00,2024-03-11 04:20:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
IB,2397,IBERIA,2024-03-11 04:20:00,2024-03-11 04:20:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
LY,398,EL AL ISRAEL AIRLINES,2024-03-11 04:20:00,2024-03-11 04:20:00,A,MAD,MADRID,MADRID,SPAIN,3,,,NOT FINAL
IZ,282,ARKIA  ISRAELI  AIRLINES,2024-03-11 04:35:00,2024-03-11 04:35:00,A,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,,,NOT FINAL
QS,1286,SMARTWINGS,2024-03-11 04:35:00,2024-03-11 04:35:00,A,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,,,NOT FINAL
AA,9267,AMERICAN AIRLINES,2024-03-11 05:05:00,2024-03-11 05:05:00,A,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,NOT FINAL
AM,7876,AERO MEXICO,2024-03-11 05:05:00,2024-03-11 05:05:00,A,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,NOT FINAL
BZ,251,BLUE BIRD AIRWAYS,2024-03-11 05:05:00,2024-03-11 05:05:00,A,BCN,BARCELONA,BARCELONA,SPAIN,3,,,NOT FINAL
LY,318,EL AL ISRAEL AIRLINES,2024-03-11 05:05:00,2024-03-11 05:05:00,A,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,NOT FINAL
SK,3174,SAS,2024-03-11 05:05:00,2024-03-11 05:05:00,A,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,NOT FINAL
A3,929,AEGEAN  AIRLINES,2024-03-11 05:15:00,2024-03-11 05:15:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
FB,1529,BULGARIA  AIR,2024-03-11 05:15:00,2024-03-11 05:15:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
JU,7623,AIR SERBIA,2024-03-11 05:15:00,2024-03-11 05:15:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
LO,152,LOT POLISH AIRLINES,2024-03-11 05:20:00,2024-03-11 05:20:00,D,WAW,WARSAW,WARSAW,POLAND,3,,,ON TIME
LY,9255,EL AL ISRAEL AIRLINES,2024-03-11 05:20:00,2024-03-11 05:20:00,D,WAW,WARSAW,WARSAW,POLAND,3,,,ON TIME
NH,5620,ALL NIPPON AIRWAYS,2024-03-11 05:20:00,2024-03-11 05:20:00,D,VIE,VIENNA,VIENNA,AUSTRIA,3,,,ON TIME
OS,860,AUSTRIAN AIRLINES,2024-03-11 05:20:00,2024-03-11 05:20:00,D,VIE,VIENNA,VIENNA,AUSTRIA,3,,,ON TIME
QS,1287,SMARTWINGS,2024-03-11 05:35:00,2024-03-11 05:35:00,D,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,,,ON TIME
AA,9262,AMERICAN AIRLINES,2024-03-11 05:50:00,2024-03-11 05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
AM,7867,AERO MEXICO,2024-03-11 05:50:00,2024-03-11 05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
LY,004,EL AL ISRAEL AIRLINES,2024-03-11 05:50:00,2024-03-11 05:50:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
LY,319,EL AL ISRAEL AIRLINES,2024-03-11 05:50:00,2024-03-11 05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
SK,3161,SAS,2024-03-11 05:50:00,2024-03-11 05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
AM,7864,AERO MEXICO,2024-03-11 05:55:00,2024-03-11 05:55:00,D,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,ON TIME
LY,337,EL AL ISRAEL AIRLINES,2024-03-11 05:55:00,2024-03-11 05:55:00,D,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,ON TIME
SK,3155,SAS,2024-03-11 05:55:00,2024-03-11 05:55:00,D,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,ON TIME
AA,9263,AMERICAN AIRLINES,2024-03-11 06:00:00,2024-03-11 06:00:00,D,MUC,MUNICH,MUNICH,GERMANY,3,,,ON TIME
BZ,702,BLUE BIRD AIRWAYS,2024-03-11 06:00:00,2024-03-11 06:00:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
LY,2371,EL AL ISRAEL AIRLINES,2024-03-11 06:00:00,2024-03-11 06:00:00,D,BER,BERLIN BRANDENBURG INTL,BERLIN,GERMANY,3,,,ON TIME
LY,353,EL AL ISRAEL AIRLINES,2024-03-11 06:00:00,2024-03-11 06:00:00,D,MUC,MUNICH,MUNICH,GERMANY,3,,,ON TIME
LY,357,EL AL ISRAEL AIRLINES,2024-03-11 06:00:00,2024-03-11 06:00:00,D,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,ON TIME
SK,3157,SAS,2024-03-11 06:00:00,2024-03-11 06:00:00,D,BER,BERLIN BRANDENBURG INTL,BERLIN,GERMANY,3,,,ON TIME
SK,3165,SAS,2024-03-11 06:00:00,2024-03-11 06:00:00,D,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,ON TIME
AR,7877,AEROLINEAS ARGENTINAS S.A.,2024-03-11 06:10:00,2024-03-11 06:10:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
LY,345,EL AL ISRAEL AIRLINES,2024-03-11 06:10:00,2024-03-11 06:10:00,D,GVA,GENEVA,GENEVA,SWITZERLAND,3,,,ON TIME
LY,385,EL AL ISRAEL AIRLINES,2024-03-11 06:10:00,2024-03-11 06:10:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
SK,3167,SAS,2024-03-11 06:10:00,2024-03-11 06:10:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
TP,8898,AIR PORTUGAL,2024-03-11 06:10:00,2024-03-11 06:10:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
AA,9265,AMERICAN AIRLINES,2024-03-11 06:15:00,2024-03-11 06:15:00,D,MAD,MADRID,MADRID,SPAIN,3,,,ON TIME
AM,7879,AERO MEXICO,2024-03-11 06:15:00,2024-03-11 06:15:00,D,MAD,MADRID,MADRID,SPAIN,3,,,ON TIME
AR,7871,AEROLINEAS ARGENTINAS S.A.,2024-03-11 06:15:00,2024-03-11 06:15:00,D,MAD,MADRID,MADRID,SPAIN,3,,,ON TIME
IB,2394,IBERIA,2024-03-11 06:15:00,2024-03-11 06:15:00,D,MAD,MADRID,MADRID,SPAIN,3,,,ON TIME
LY,082,EL AL ISRAEL AIRLINES,2024-03-11 06:15:00,2024-03-11 06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,NOT FINAL
LY,395,EL AL ISRAEL AIRLINES,2024-03-11 06:15:00,2024-03-11 06:15:00,D,MAD,MADRID,MADRID,SPAIN,3,,,ON TIME
QF,5021,QANTAS AIRWAYS,2024-03-11 06:15:00,2024-03-11 06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,NOT FINAL
TG,5483,THAI AIRWAYS,2024-03-11 06:15:00,2024-03-11 06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,NOT FINAL
VN,3299,VIETNAM AIRLINES,2024-03-11 06:15:00,2024-03-11 06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,BANGKOK,THAILAND,3,,,NOT FINAL
IB,2392,IBERIA,2024-03-11 06:30:00,2024-03-11 06:30:00,D,BCN,BARCELONA,BARCELONA,SPAIN,3,,,ON TIME
IZ,801,ARKIA  ISRAELI  AIRLINES,2024-03-11 06:30:00,2024-03-11 06:30:00,D,ETM,RAMON,RAMON,ISRAEL,3,,,ON TIME
LY,393,EL AL ISRAEL AIRLINES,2024-03-11 06:30:00,2024-03-11 06:30:00,D,BCN,BARCELONA,BARCELONA,SPAIN,3,,,ON TIME
B6,6484,JETBLUE AIRWAYS CORPORATION,2024-03-11 06:35:00,2024-03-11 06:35:00,A,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,NOT FINAL
DL,7444,DELTA AIRLINES,2024-03-11 06:35:00,2024-03-11 06:35:00,A,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,NOT FINAL
LY,028,EL AL ISRAEL AIRLINES,2024-03-11 06:35:00,2024-03-11 06:35:00,A,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,NOT FINAL
AR,7850,AEROLINEAS ARGENTINAS S.A.,2024-03-11 06:45:00,2024-03-11 06:45:00,A,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,,,NOT FINAL
B6,6468,JETBLUE AIRWAYS CORPORATION,2024-03-11 06:45:00,2024-03-11 06:45:00,A,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,,,NOT FINAL
DL,7438,DELTA AIRLINES,2024-03-11 06:45:00,2024-03-11 06:45:00,A,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,,,NOT FINAL
LY,018,EL AL ISRAEL AIRLINES,2024-03-11 06:45:00,2024-03-11 06:45:00,A,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,,,NOT FINAL
LY,381,EL AL ISRAEL AIRLINES,2024-03-11 06:50:00,2024-03-11 06:50:00,D,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,ON TIME
LY,541,EL AL ISRAEL AIRLINES,2024-03-11 06:50:00,2024-03-11 06:50:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
SK,3185,SAS,2024-03-11 06:50:00,2024-03-11 06:50:00,D,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,ON TIME
TP,8910,AIR PORTUGAL,2024-03-11 06:50:00,2024-03-11 06:50:00,D,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,ON TIME
LY,573,EL AL ISRAEL AIRLINES,2024-03-11 06:55:00,2024-03-11 06:55:00,D,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,,,ON TIME
IZ,413,ARKIA  ISRAELI  AIRLINES,2024-03-11 07:00:00,2024-03-11 07:00:00,D,BUS,BATUMI,BATUMI,GEORGIA,3,,,ON TIME
LY,311,EL AL ISRAEL AIRLINES,2024-03-11 07:00:00,2024-03-11 07:00:00,D,LTN,LUTON,LONDON LUTON,UNITED KINGDOM,3,,,ON TIME
LY,5119,EL AL ISRAEL AIRLINES,2024-03-11 07:00:00,2024-03-11 07:00:00,D,KRK,KRAKOW,KRAKOW,POLAND,3,,,ON TIME
BZ,112,BLUE BIRD AIRWAYS,2024-03-11 07:05:00,2024-03-11 07:05:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,,,ON TIME
LY,2365,EL AL ISRAEL AIRLINES,2024-03-11 07:05:00,2024-03-11 07:05:00,D,BUD,BUDAPEST,BUDAPEST,HUNGARY,3,,,ON TIME
6H,661,ISRAIR AIRLINES,2024-03-11 07:20:00,2024-03-11 07:20:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
IZ,161,ARKIA  ISRAELI  AIRLINES,2024-03-11 07:30:00,2024-03-11 07:30:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,,,ON TIME
LY,347,EL AL ISRAEL AIRLINES,2024-03-11 07:30:00,2024-03-11 07:30:00,D,ZRH,ZURICH,ZURICH,SWITZERLAND,3,,,ON TIME
LY,551,EL AL ISRAEL AIRLINES,2024-03-11 07:30:00,2024-03-11 07:30:00,D,SOF,SOFIA,SOFIA,BULGARIA,3,,,ON TIME
SK,3189,SAS,2024-03-11 07:30:00,2024-03-11 07:30:00,D,ZRH,ZURICH,ZURICH,SWITZERLAND,3,,,ON TIME
6H,043,ISRAIR AIRLINES,2024-03-11 07:30:00,2024-03-11 07:30:00,D,ETM,RAMON,RAMON,ISRAEL,3,,,ON TIME
IZ,511,ARKIA  ISRAELI  AIRLINES,2024-03-11 07:55:00,2024-03-11 07:55:00,D,AMS,AMSTERDAM,AMSTERDAM,NETHERLANDS,3,,,ON TIME
6H,885,ISRAIR AIRLINES,2024-03-11 08:10:00,2024-03-11 08:10:00,D,BUS,BATUMI,BATUMI,GEORGIA,3,,,ON TIME
LY,611,EL AL ISRAEL AIRLINES,2024-03-11 08:20:00,2024-03-11 08:20:00,D,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,,,ON TIME
S7,4482,SIBERIA AIRLINES,2024-03-11 08:20:00,2024-03-11 08:20:00,D,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,,,ON TIME
UA,084,UNITED AIRLINES,2024-03-11 08:20:00,2024-03-11 08:20:00,A,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,NOT FINAL
IZ,802,ARKIA  ISRAELI  AIRLINES,2024-03-11 08:45:00,2024-03-11 08:45:00,A,ETM,RAMON,RAMON,ISRAEL,3,,,NOT FINAL
LY,003,EL AL ISRAEL AIRLINES,2024-03-11 08:45:00,2024-03-11 08:45:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,ON TIME
EK,2369,EMIRATES,2024-03-11 08:55:00,2024-03-11 08:55:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
FZ,1549,FLYDUBAI,2024-03-11 08:55:00,2024-03-11 08:55:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
